"","population","perCapInc","PctPopUnderPov","pctUrban","HighCrime"
"679",0,0.27,0.55,1,1
"680",0.04,0.45,0.03,1,0
"681",0.01,0.28,0.26,1,0
"682",0.13,0.29,0.33,1,0
"683",1,0.24,0.54,1,1
"684",0.01,0.36,0.14,1,0
"685",0.05,0.21,0.48,1,0
"686",0.02,0.58,0.03,0.84,0
"687",0.03,0.3,0.34,0,0
"688",0.07,0.07,0.64,1,1
"689",0.07,0.22,0.53,1,1
"690",0.05,0.83,0.07,1,0
"691",0,0.37,0.06,1,0
"692",0.15,0.2,0.47,1,1
"693",0.07,0.12,0.56,1,1
"694",0.06,0.18,0.89,1,0
"695",0.01,0.22,0.43,0,0
"696",1,0.38,0.47,1,1
"697",0.04,0.72,0.03,0.98,0
"698",0.04,0.18,0.44,0,0
"699",0.18,0.25,0.37,1,1
"700",0.05,0.03,0.69,1,1
"701",0.05,0.2,0.41,1,0
"702",0.03,0.21,0.38,0,0
"703",0,0.16,0.52,0,0
"704",0,0.3,0.09,0.33,0
"705",0.09,1,0.14,1,0
"706",0,0.45,0.16,0.91,0
"707",0.02,0.16,0.51,0,0
"708",0.01,0.18,0.53,0,0
"709",0.02,0.69,0.25,1,0
"710",0,0.43,0.07,1,0
"711",0.01,0.39,0.1,1,0
"712",0.1,0.19,0.55,1,1
"713",0.02,0.32,0.05,0.98,0
"714",0.01,0.24,0.47,0,0
"715",0,0.17,0.59,0,0
"716",0.02,0.6,0.1,0.81,0
"717",0.05,0.38,0.19,1,0
"718",0.05,0.33,0.11,1,0
"719",0.02,0.27,0.37,0,0
"720",0.02,0.58,0.07,1,0
"721",0.03,0.36,0.16,1,0
"722",0.03,0.79,0.08,1,0
"723",0.01,0.49,0.15,1,0
"724",0.03,0.29,0.34,1,1
"725",0.01,0.3,0.25,0,0
"726",0.03,0.8,0.13,1,0
"727",0.13,0.09,0.73,1,1
"728",0.16,0.22,0.65,1,0
"729",0.01,0.24,0.26,0,0
"730",0.13,0.4,0.2,1,0
"731",0.01,0.29,0.22,1,0
"732",0,0.56,0.29,1,1
"733",0.01,0.12,0.8,1,1
"734",0.02,0.2,0.34,1,0
"735",0.01,0.36,0.07,1,0
"736",0.01,0.19,0.78,0,0
"737",0,0.27,0.32,1,0
"738",0,0.26,0.51,0.78,0
"739",0.09,0.33,0.37,1,0
"740",0.19,0.57,0.07,1,0
"741",0.16,0.7,0.18,1,0
"742",0.01,0.35,0.15,0.05,0
"743",0.01,0.23,0.51,0,1
"744",0.03,0.31,0.33,0,0
"745",0.03,0.9,0.04,1,0
"746",0.02,0.49,0.24,1,0
"747",0.01,0.17,0.38,0,0
"748",0.12,0.38,0.11,1,0
"749",0,0.3,0.13,1,0
"750",0,0.51,0.08,1,0
"751",0.03,0.08,1,0,0
"752",0.02,0.41,0.1,1,0
"753",0.07,0.22,0.5,1,0
"754",0.02,0.17,0.57,0,0
"755",0,0.48,0.13,1,0
"756",0.05,0.26,0.36,1,0
"757",0.01,0.31,0.1,1,0
"758",0,0.25,0.79,1,0
"759",0.02,0.31,0.2,1,0
"760",0.03,0.43,0.11,1,0
"761",0.03,0.1,1,0,0
"762",0.02,0.27,0.34,0,0
"763",0.01,0.41,0.03,0.98,0
"764",0,0.26,0.33,0,0
"765",0.01,0.41,0.09,0.97,0
"766",0,0.32,0.06,0.85,0
"767",0.07,0.22,0.58,1,0
"768",0.01,0.32,0.36,1,0
"769",0.02,0.23,0.5,0,0
"770",0.03,0.15,0.71,0,0
"771",0.07,0.27,0.45,1,1
"772",0,0.74,0.03,0.47,0
"773",0.03,0.18,0.58,0,0
"774",0.01,0.23,0.5,0,0
"775",0.02,0.18,0.39,0,0
"776",0,0.29,0.25,1,0
"777",0.1,0.25,0.47,1,1
"778",0.09,0.25,0.39,1,0
"779",0.03,0.28,0.2,1,0
"780",0,0.16,0.55,0,0
"781",0.12,0.28,0.38,1,0
"782",0.06,0.21,0.55,1,1
"783",0.01,0.24,0.28,1,0
"784",0.08,0.15,0.74,1,1
"785",0.06,0.58,0.04,1,0
"786",0.01,0.38,0.11,1,0
"787",0.14,0.51,0.27,1,0
"788",0.03,0.31,0.17,0.87,0
"789",0.02,0.72,0.05,1,0
"790",0.01,0.53,0.03,1,0
"791",0.04,0.52,0.17,1,0
"792",0.03,0.24,0.56,0,0
"793",0.01,0.48,0.05,1,0
"794",0.09,0.57,0.08,1,0
"795",0.01,0.21,0.38,0,0
"796",0.08,0.26,0.22,1,0
"797",0,0.29,0.12,1,0
"798",0.01,0.21,0.46,0,0
"799",0.02,0.22,0.35,0,0
"800",0.03,0.51,0.13,0,0
"801",0,0.43,0.04,0.86,0
"802",0.03,0.38,0.19,1,0
"803",0.02,0.42,0.13,1,0
"804",0,0.1,0.88,0,1
"805",0.02,0.2,0.56,0,0
"806",0.01,0.28,0.2,1,0
"807",0.01,0.3,0.21,1,0
"808",0.04,0.36,0.25,0,0
"809",0.44,0.3,0.28,1,0
"810",0.01,0.05,1,0,0
"811",0,0.1,0.98,0,1
"812",0.09,0.34,0.2,1,0
"813",0.04,0.35,0.34,1,0
"814",0.02,0.3,0.24,1,0
"815",0,0.16,0.89,0,0
"816",0.13,0.54,0.08,1,0
"817",0.01,0.39,0.06,1,0
"818",0,0.52,0.13,0,0
"819",0,0.38,0.09,0.65,0
"820",0.01,0.14,0.88,0,0
"821",0.02,0.45,0.15,0.86,0
"822",0.05,0.17,0.96,1,0
"823",0,0.19,0.35,0,0
"824",0.03,0.44,0.12,0.99,0
"825",0.01,0.58,0.09,0.85,0
"826",0.01,0.91,0.07,0.79,0
"827",0.01,0.43,0.14,1,0
"828",0,0.63,0.13,1,0
"829",0.02,0.27,0.45,1,1
"830",0.05,0.23,0.34,0,0
"831",0.04,0.28,0.21,1,0
"832",0.03,0.5,0.03,1,0
"833",0.01,0.37,0.13,0.6,0
"834",0.03,0.37,0.06,1,0
"835",0,0.75,0.09,1,0
"836",0.02,0.18,0.33,0,0
"837",0.02,0.21,0.64,1,1
"838",0.05,0.64,0.17,1,0
"839",0.08,1,0.06,0.87,0
"840",0,0.34,0.06,0.28,0
"841",0.15,0.31,0.19,1,0
"842",0.02,0.18,0.5,1,1
"843",0.04,0.4,0.12,1,0
"844",0.12,0.22,0.35,1,1
"845",0.05,0.26,0.24,1,0
"846",0.16,0.21,0.41,1,1
"847",0.01,0.23,0.46,0,0
"848",0.04,0.24,0.4,0,0
"849",0.02,0.31,0.14,1,0
"850",0.03,1,0.02,1,0
"851",0.06,0.35,0.68,1,0
"852",0,0.43,0.07,0,0
"853",0,0.19,0.48,0,0
"854",0,0.55,0.04,1,0
"855",0.06,0.14,0.8,1,0
"856",0,0.2,0.58,0,1
"857",0.06,0.22,0.45,0,0
"858",0.04,0.23,0.62,0,1
"859",0.06,0.15,0.57,1,1
"860",0.02,0.11,0.76,0,0
"861",0.01,0.35,0.15,1,0
"862",0,0.05,1,0,0
"863",0.01,0.25,0.33,0,0
"864",0.02,0.32,0.12,1,0
"865",0.02,0.02,1,0,0
"866",0.01,0.15,0.49,1,0
"867",0.05,0.22,0.43,1,1
"868",0.07,0.38,0.34,1,1
"869",0.23,0.39,0.27,1,0
"870",0.12,0.22,0.7,1,1
"871",0.03,0.21,0.37,1,1
"872",0.04,0.16,0.57,0,0
"873",0.01,0.52,0.05,1,0
"874",0.01,0.48,0.01,1,0
"875",0.05,0.37,0.37,1,0
"876",0.02,0.51,0.1,1,0
"877",0.01,0.2,0.54,0,0
"878",0.05,0.38,0.42,1,0
"879",0.01,0.29,0.19,1,0
"880",0.01,0.16,0.52,0,0
"881",0.02,0.26,0.29,0,0
"882",0,0.29,0.09,1,0
"883",0.07,0.68,0.05,1,0
"884",0.04,0.18,0.6,0,0
"885",0.02,0.24,0.24,1,0
"886",0.11,0.44,0.19,1,0
"887",0.14,0.37,0.19,1,0
"888",0.01,0.44,0.16,1,0
"889",0.02,0.56,0.02,1,0
"890",0.06,0.42,0.17,1,0
"891",0.07,0.82,0.22,1,0
"892",0.01,0.49,0.06,0.96,0
"893",0,0.42,0.06,1,0
"894",0.01,0.16,0.61,0,0
"895",0.03,0.18,0.44,0,0
"896",0.01,0.5,0.1,0.99,0
"897",0.01,0.14,0.29,0,0
"898",0.04,0.33,0.31,1,0
"899",0.01,0.18,0.5,0,1
"900",0.04,0.22,0.41,1,0
"901",0.02,0.42,0.11,0.79,0
"902",0.01,0.36,0.08,1,0
"903",0.02,0.37,0.22,0,1
"904",0.01,0.41,0.34,0,0
"905",0.1,0.65,0.04,1,0
"906",0.03,0.41,0.09,0,0
"907",0.16,0.34,0.25,1,0
"908",0.01,0.54,0.14,1,0
"909",0.01,0.33,0.18,1,0
"910",0.68,0.3,0.4,1,1
"911",0,0.94,0.03,0.68,0
"912",0,0.25,0.14,1,0
"913",0.01,0.48,0.08,0.76,0
"914",0.04,0.54,0.21,1,0
"915",0.04,0.14,0.57,1,0
"916",0,0.45,0.11,0,0
"917",0.08,0.75,0.08,1,0
"918",0,0.08,0.97,0,1
"919",0.06,0.21,0.4,1,0
"920",0.19,0.63,0.14,0.97,0
"921",0,0.38,0.3,1,0
"922",0.01,0.98,0.02,0.91,0
"923",0.01,0.31,0.14,0.76,0
"924",0.06,0.47,0.14,1,0
"925",0,0.14,0.61,0,0
"926",0.01,0.21,0.39,0,0
"927",0.06,0.66,0.2,1,0
"928",0,0.18,0.48,0,0
"929",0.02,0.19,0.58,0,0
"930",0.04,0.46,0.11,1,0
"931",0.01,0.35,0.1,0.83,0
"932",0.02,0.23,0.37,0,0
"933",0.03,0.98,0.11,1,0
"934",0.02,0.44,0.06,1,0
"935",0.01,0.42,0.14,1,0
"936",0.02,0.61,0.06,0.75,0
"937",0.02,0.41,0.17,1,0
"938",0,0.67,0.03,0.95,0
"939",0.03,0.21,0.38,0,0
"940",0,0.37,0.1,1,0
"941",0.01,0.21,0.44,0,0
"942",0.01,0.25,0.36,0,0
"943",0.02,0.43,0.16,1,0
"944",0.02,1,0.06,0.94,0
"945",0.03,0.25,0.17,0,0
"946",0.57,0.25,0.65,1,1
"947",0.03,0.47,0.09,1,0
"948",0.06,0.24,0.71,1,1
"949",0.02,0.15,0.31,1,0
"950",0.03,0.58,0.09,1,0
"951",0,0.39,0.14,0.6,0
"952",0.01,0.19,0.37,0,0
"953",0.01,0.16,0.66,0,1
"954",0,0.41,0.39,1,1
"955",0.01,0.29,0.3,1,0
"956",0.04,0.02,1,1,1
"957",0,0.21,0.21,0.47,0
"958",0.04,0.66,0.29,1,1
"959",0.03,0.14,0.52,0,0
"960",0.27,0.23,0.49,0.97,0
"961",0.01,0.24,0.27,1,0
"962",0.11,0.22,0.71,1,1
"963",0,0.24,0.18,0,0
"964",0.01,0.51,0.06,0.79,0
"965",0.01,0.66,0.05,0.84,0
"966",0.03,0.32,0.22,1,0
"967",0.17,0.26,0.56,1,1
"968",0.03,0.33,0.15,0.98,0
"969",0.01,0.3,0.15,1,0
"970",0,0.31,0.39,0,0
"971",0.8,0.14,0.76,1,1
"972",0,0.61,0.06,0.81,0
"973",0.01,0.24,0.29,0,0
"974",0.06,0.33,0.32,1,1
"975",0.06,0.46,0.09,1,0
"976",0,0.35,0.15,1,0
"977",0.02,0.18,0.62,1,1
"978",0,0.1,0.63,1,0
"979",0.24,0.23,0.61,1,0
"980",0.02,0.28,0.33,0,0
"981",0.01,0.24,0.23,1,0
"982",0.01,0.23,0.42,0,0
"983",0.01,0.19,0.57,0,0
"984",0.02,0.31,0.18,0.87,0
"985",0.04,0.39,0.16,1,0
"986",0.01,0.52,0.03,0.85,0
"987",0.07,0.33,0.16,1,0
"988",0.01,0.76,0.03,1,0
"989",0.02,0.71,0.05,0.95,0
"990",0.01,0.17,0.38,0,0
"991",0,0.25,0.3,0,0
"992",0.05,0.21,0.63,0,0
"993",0,0.24,0.31,1,0
"994",0,0.18,0.32,0,0
"995",0,0.56,0.25,0,0
"996",0.01,0.2,0.34,1,0
"997",0.02,0.26,0.22,0,0
"998",0,0.17,0.44,0,0
"999",0.08,0.07,0.58,1,1
"1000",0.02,0.48,0.11,0,0
"1001",0.08,0.33,0.15,1,0
"1002",0.02,0.24,0.55,0.98,1
"1003",0.07,0.4,0.23,1,0
"1004",0.07,0.29,0.44,1,0
"1005",0.2,0.32,0.39,1,0
"1006",0.01,0.47,0.04,1,0
"1007",0.28,0.16,0.71,1,1
"1008",0.03,0.38,0.07,1,0
"1009",0.03,0.38,0.32,1,0
"1010",0.01,0.49,0.07,1,0
"1011",0.01,0.6,0.05,0,0
"1012",0.04,0.14,0.56,1,0
"1013",0.03,0.27,0.4,1,0
"1014",0.01,0.83,0.04,1,0
"1015",0.01,0.45,0.24,1,0
"1016",0.05,0.32,0.25,1,0
"1017",0.02,0.23,0.31,0,0
"1018",0.06,0.46,0.12,1,0
"1019",0.17,0.59,0.11,1,0
"1020",0.03,1,0.03,0.93,0
"1021",0.04,0.12,0.76,0,0
"1022",0,0.15,0.55,1,0
"1023",0.08,0.49,0.12,1,0
"1024",0,0.23,0.19,1,0
"1025",0,0.26,0.23,0,0
"1026",0.02,0.15,0.61,0,1
"1027",0.01,0.42,0.19,0,0
"1028",0,0.72,0.03,0.91,0
"1029",0.09,0.25,0.59,1,0
"1030",0.81,0.15,0.67,1,0
"1031",0.02,0.25,0.26,1,0
"1032",0.01,0.37,0.08,0.52,0
"1033",0.04,0.33,0.11,0.88,0
"1034",0.07,0.3,0.2,1,0
"1035",0,0.05,0.34,0,0
"1036",0.03,0.54,0.05,0.88,0
"1037",0,0.85,0.05,1,0
"1038",0.09,0.52,0.15,1,0
"1039",0.01,0.19,0.75,0,0
"1040",0,0.21,0.52,0,1
"1041",0.01,0.2,0.42,0,0
"1042",0.1,0.42,0.42,1,1
"1043",0,0.24,0.23,0,0
"1044",0.01,0.88,0.06,0.89,0
"1045",0.96,0.47,0.44,1,1
"1046",0,0.38,0.1,1,0
"1047",0,0.31,0.08,0,0
"1048",0.03,0.79,0.06,1,0
"1049",0.03,0.5,0.05,0.91,0
"1050",0,0.17,0.44,1,0
"1051",0.29,0.34,0.42,1,0
"1052",0.03,0.23,0.52,1,0
"1053",0,0.18,0.48,1,0
"1054",0.01,0.13,0.69,1,0
"1055",0.01,0.35,0.25,1,0
"1056",0.16,0.33,0.29,1,0
"1057",0.1,0.3,0.36,1,1
"1058",0.01,0.42,0.06,1,0
"1059",0.2,0.31,0.25,1,0
"1060",0.02,0.72,0.18,1,0
"1061",1,0.4,0.24,1,0
"1062",0.12,0.82,0.1,1,0
"1063",0.01,0.6,0.15,1,0
"1064",0.01,0.22,0.41,0,0
"1065",0.01,0.14,0.42,1,0
"1066",0,0.02,0.99,0,0
"1067",0.05,0.53,0.07,1,0
"1068",0,0.5,0.16,0.93,0
"1069",0,0.41,0.13,1,0
"1070",0.24,0.29,0.43,1,0
"1071",0.01,0.51,0.14,1,0
"1072",0.06,0.17,0.43,1,0
"1073",0.14,0.46,0.08,1,0
"1074",0.03,0.13,0.72,0,1
"1075",0.01,0.43,0.18,1,0
"1076",0,0.21,0.28,0,0
"1077",0.02,0.8,0.05,0.76,0
"1078",0.01,0.24,0.38,0,0
"1079",0.03,0.95,0.08,1,0
"1080",0.01,0.32,0.24,0.94,0
"1081",0,0.22,0.31,1,0
"1082",0.08,0.19,0.84,1,0
"1083",0,0.24,0.08,1,0
"1084",0.01,0.2,0.37,0,0
"1085",0,0.33,0.05,1,0
"1086",0.05,0.23,0.63,0,0
"1087",0.12,0.42,0.5,1,0
"1088",0.03,0.64,0.08,0.94,0
"1089",0.09,0.3,0.13,1,0
"1090",0.01,0.6,0.05,1,0
"1091",0.05,0.38,0.17,1,0
"1092",0.07,0.27,0.28,1,0
"1093",0.01,0.25,0.16,0,0
"1094",0.01,0.25,0.31,1,1
"1095",0.02,0.23,0.33,1,0
"1096",0.01,0.29,0.41,0,0
"1097",0,0.25,0.3,0,0
"1098",0,0.43,0.08,1,0
"1099",0,0.3,0.21,0,0
"1100",1,0.2,0.6,1,0
"1101",0.02,0.48,0.1,1,0
"1102",0.03,1,0.02,1,0
"1103",0.02,0.35,0.12,0.91,0
"1104",0,0.1,0.71,1,0
"1105",0.06,0.22,0.32,1,0
"1106",0.01,0.17,0.62,0,0
"1107",0.04,0.28,0.28,0,0
"1108",0,0.27,0.29,0.98,0
"1109",0.14,0.27,0.58,1,0
"1110",0,0.42,0.09,0.72,0
"1111",0.01,0.21,0.46,0,0
"1112",0.05,0.6,0.08,0.95,0
"1113",0.01,0.6,0.05,1,0
"1114",0.02,0.37,0.08,1,0
"1115",0.02,1,0.07,1,0
"1116",0.06,0.35,0.15,0.98,0
"1117",0.01,0.18,0.61,0,0
"1118",0.02,0.37,0.11,0.6,0
"1119",0.01,0.33,0.1,1,0
"1120",0.04,0.11,0.79,0.99,1
"1121",0.26,0.51,0.1,1,0
"1122",0.03,0.59,0.07,0.98,0
"1123",0.11,0.29,0.39,0.93,0
"1124",0,0.4,0.12,1,0
"1125",0.01,1,0.14,0,0
"1126",0,0.22,0.7,0,1
"1127",0.09,0.59,0.15,1,0
"1128",0.01,1,0.07,1,0
"1129",0.13,0.47,0.21,1,0
"1130",0.02,0.25,0.38,0,0
"1131",0.01,0.43,0.12,1,0
"1132",0,0.68,0.13,1,0
"1133",0.02,0.31,0.14,1,0
"1134",0.02,0.35,0.04,1,0
"1135",0.56,0.16,0.83,1,1
"1136",0.02,0.26,0.48,1,0
"1137",0.09,0.23,0.55,1,0
"1138",0,0.55,0.03,1,0
"1139",0.05,0.45,0.11,1,0
"1140",0.04,0.37,0.17,0,0
"1141",0,0.22,0.28,1,0
"1142",0.06,0.48,0.08,1,0
"1143",0.03,0.28,0.35,1,1
"1144",0.02,0.31,0.11,0.5,0
"1145",0.02,0.38,0.18,0,0
"1146",0.02,0.28,0.26,1,0
"1147",0.02,0.02,0.73,1,1
"1148",0.01,0.32,0.15,0,0
"1149",0,0.75,0.05,1,0
"1150",0.01,0.15,0.92,0,1
"1151",0.06,0.65,0.07,1,0
"1152",0.14,0.2,0.44,1,1
"1153",0.02,0.3,0.19,1,0
"1154",0.03,0.11,0.72,1,0
"1155",0.05,0.13,0.67,1,1
"1156",0.02,0.47,0.08,0,0
"1157",0.1,0.27,0.36,1,0
"1158",0.04,0.24,0.37,1,0
"1159",0,1,0.07,1,0
"1160",0.58,0.33,0.5,1,1
"1161",0.01,0.12,0.59,0,0
"1162",0,0.45,0.21,0,0
"1163",0.01,0.39,0.21,0,0
"1164",0.04,0.59,0.02,0.98,0
"1165",0.2,0.27,0.28,1,0
"1166",0.03,0.22,0.49,0.99,0
"1167",0,0.19,0.52,0,0
"1168",0,0.81,0.12,1,0
"1169",0.01,0.17,0.49,0,0
"1170",0.16,0.31,0.21,1,1
"1171",0,0.15,0.84,0,1
"1172",0.12,0.11,0.46,1,0
"1173",0.01,0.98,0.13,1,0
"1174",0,0.57,0.02,0.97,0
"1175",0.02,0.8,0.02,0,0
"1176",0.06,0.3,0.38,1,0
"1177",0.08,0.25,0.28,1,0
"1178",0,0.14,0.88,0,0
"1179",0.02,0.36,0.12,1,0
"1180",0.03,0.65,0.04,1,0
"1181",0.03,0.24,0.45,1,1
"1182",0.04,0.41,0.09,1,0
"1183",0.03,0.26,0.58,1,1
"1184",0.01,0.14,0.65,0,0
"1185",0.01,0.76,0.05,1,0
"1186",0.05,0.3,0.21,1,0
"1187",0.03,0.59,0.07,1,0
"1188",0.46,0.17,0.48,1,0
"1189",0.02,0.43,0.09,1,0
"1190",0,0.2,0.4,0,0
"1191",0,0.29,0.17,1,0
"1192",0.01,0.32,0.21,0,0
"1193",0,0.19,0.58,0,1
"1194",0.01,0.45,0.1,1,0
"1195",0.01,0.29,0.2,0,0
"1196",0.04,0.52,0.14,1,0
"1197",0.04,0.25,0.44,1,1
"1198",0.07,0.47,0.08,0.97,0
"1199",0,0.41,0.07,0.17,0
"1200",0.02,0.17,0.55,0,0
"1201",0.18,0.28,0.59,1,1
"1202",0.01,0.81,0.08,1,0
"1203",0.03,0.27,0.42,1,0
"1204",0.01,0.68,0.03,1,0
"1205",0.05,0.89,0.16,1,0
"1206",0.01,0.43,0.07,1,0
"1207",0.02,0.29,0.17,1,0
"1208",0,0.08,1,0,1
"1209",0.03,0.26,0.47,1,1
"1210",0.02,0.77,0.08,1,0
"1211",0.03,0.41,0.12,1,0
"1212",0.69,0.32,0.38,1,1
"1213",0,0.29,0.06,0,0
"1214",0.01,0.45,0.08,0.95,0
"1215",0,0.81,0.06,1,0
"1216",0.02,0.31,0.06,0,0
"1217",0.02,0.29,0.22,1,0
"1218",0.01,0.22,0.56,1,0
"1219",0.04,0.68,0.01,1,0
"1220",0.08,0.48,0.1,1,0
"1221",0.04,0.28,0.39,1,0
"1222",0.04,0.87,0.02,1,0
"1223",0,0.18,0.29,0,0
"1224",0.13,0.38,0.38,1,0
"1225",0.09,0.29,0.21,1,0
"1226",0.04,0.36,0.15,1,0
"1227",0.01,0.61,0.12,1,0
"1228",0.02,0.32,0.16,1,0
"1229",0.09,0.58,0.05,1,0
"1230",0.02,0.25,0.33,0,0
"1231",0.01,0.21,0.36,0,0
"1232",0,0.39,0.11,0,0
"1233",0,0.4,0.2,1,0
"1234",0.05,0.23,0.36,1,0
"1235",0,0.39,0.07,0.73,0
"1236",0,0.23,0.27,1,0
"1237",0.02,0.48,0.1,1,0
"1238",0.01,0.2,0.7,0,0
"1239",0.01,0.47,0.12,1,0
"1240",0.03,0.18,0.56,0,0
"1241",0.26,0.31,0.39,1,0
"1242",0.07,0.23,0.33,1,0
"1243",0,0.59,0.03,1,0
"1244",0.02,0.33,0.1,0,0
"1245",0.58,0.25,0.57,1,1
"1246",0.01,0.32,0.14,0,0
"1247",0.09,0.25,0.44,1,0
"1248",0.09,0.49,0.14,1,0
"1249",0.04,0.68,0.04,1,0
"1250",0.02,0.53,0.09,0.92,0
"1251",0.11,0.28,0.52,1,0
"1252",0.03,0.58,0.08,1,0
"1253",0.01,0.29,0.14,1,0
"1254",0.02,0.16,0.68,0,0
"1255",0.08,0.73,0.09,1,0
"1256",0.02,0.88,0.05,1,0
"1257",0,0.36,0.11,1,0
"1258",0.12,0.22,0.29,1,1
"1259",0.11,0.35,0.21,1,0
"1260",0,0.24,0.43,0,0
"1261",0,0.53,0.02,1,0
"1262",0,0.14,0.77,0,0
"1263",0.78,0.21,0.85,1,1
"1264",0.12,0.61,0.15,1,0
"1265",0.02,1,0.05,1,0
"1266",0.1,0.26,0.45,1,0
"1267",0.02,0.57,0.04,0.8,0
"1268",0.08,0.38,0.21,1,0
"1269",0.04,0.43,0.09,1,0
"1270",0.03,0.14,0.8,0,0
"1271",0.02,0.16,0.46,1,1
"1272",0.13,0.22,0.51,1,0
"1273",0.03,0.57,0.06,1,0
"1274",0.02,0.12,0.96,0,1
"1275",0,0.13,0.67,0,1
"1276",0.02,0.34,0.13,1,0
"1277",0,0.29,0.2,0,0
"1278",0.03,0.35,0.14,0.71,0
"1279",0.04,0.51,0.14,1,0
"1280",0.05,0.5,0.33,1,1
"1281",0,0.42,0.18,0,0
"1282",0.02,0.66,0.05,1,0
"1283",0.01,0.21,0.38,0,0
"1284",0.04,0.22,0.66,0,0
"1285",0.01,0.64,0.07,1,0
"1286",0.55,0.22,0.64,1,1
"1287",0.03,0.37,0.19,1,0
"1288",0.02,0.4,0.27,1,1
"1289",0,0.24,0.37,0,0
"1290",0,0.16,0.56,0,0
"1291",0.03,0.21,0.41,0,0
"1292",0,0.23,0.33,0,0
"1293",0.02,0.13,0.68,0,1
"1294",0.01,0.17,0.52,0,0
"1295",0.05,0.33,0.19,1,0
"1296",0.06,0.2,0.77,1,1
"1297",0,0.3,0.32,1,0
"1298",0.01,1,0.06,0.34,0
"1299",0.01,0.17,0.62,0,0
"1300",0.02,0.21,0.66,0,0
"1301",0.01,0.17,0.55,0,0
"1302",0.01,0.21,0.6,0,0
"1303",0,0.7,0.01,1,0
"1304",0.12,0.16,0.88,1,0
"1305",0.05,0.4,0.09,1,0
"1306",0,0.3,0.15,1,0
"1307",0.57,0.35,0.39,1,1
"1308",0.03,0.22,0.44,1,1
"1309",0.01,0.25,0.33,0,0
"1310",0.1,0.34,0.14,0.98,0
"1311",0.01,0.1,0.93,0,0
"1312",0.03,0.22,0.57,0,0
"1313",0,0.15,0.59,0,1
"1314",1,0.31,0.37,1,0
"1315",0,0.4,0.06,1,0
"1316",0.05,0.36,0.18,0.95,0
"1317",0,0.42,0.09,1,0
"1318",0.01,0.35,0.1,1,0
"1319",0.01,0.88,0.01,1,0
"1320",0,0.43,0.15,1,0
"1321",0.02,0.25,0.58,0,0
"1322",0.07,0.25,0.5,1,0
"1323",0,0.44,0.05,0.32,0
"1324",0,0.19,0.45,0,0
"1325",0.04,0.26,0.44,1,0
"1326",0.02,1,0.15,1,0
"1327",0.01,0.15,0.36,1,1
"1328",0.09,0.39,0.18,0.99,0
"1329",0,0.22,0.23,0.98,0
"1330",0.03,0.15,0.84,0,0
"1331",0.01,0.66,0.05,0.73,0
"1332",0.01,0.29,0.28,1,0
"1333",0.01,0.52,0.16,1,0
"1334",0.22,0.29,0.3,1,0
"1335",0.02,0.34,0.15,1,0
"1336",0,0.24,0.27,0,0
"1337",0.01,0.34,0.1,1,0
"1338",0.01,0.7,0.09,1,0
"1339",0.03,0.27,0.41,1,0
"1340",0.03,0.47,0.14,1,0
"1341",0.01,0.32,0.3,1,0
